rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
Comfort standard room with 2 twin beds  (Main Building),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Standard Double or Twin PARTIAL SEA VIEW Partial Sea,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,partial-sea view,
"Club King Club Room, 1 King Bed (Taj) Club Lounge - Afternoon High Tea and Evening Cocktail Hours",room,standard,private bathroom,double/double-or-twin,double,club,,no balcony,,
Grand Deluxe King with Terrace (1 King Bed),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard room with 2 twin beds (breakfast included) twin,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe Mountain View Room,room,deluxe,private bathroom,,,not club,,no balcony,mountain view,
Deluxe - Two Doubles Room Only,room,deluxe,private bathroom,,quadruple,not club,,no balcony,,
"Superior Suite, Multiple Beds, Non Smoking, Garden View",suite,superior,private bathroom,,,not club,,no balcony,garden view,
Superior Superior Twin Sea / Mouse Island View,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,land view,
Grand 1Br Grand Ste Gv,suite,grand,private bathroom,,,not club,,no balcony,,
standard with 2 separate beds Park View Twin beds,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,park view,
Bridge King,room,standard,private bathroom,,,not club,,no balcony,,
Apartments with kitchen Basic rate with breakfast,apartment,,private bathroom,,,not club,,no balcony,,
Club CLUB SUPERIOR HIGH FLOOR ROOM,room,superior,private bathroom,,,not club,,no balcony,,
Family Room (Land View) (1 Queen Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,land view,
Deluxe Room With Sea View,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
TWO BEDROOM FAMILY SUITE SEA VIEW AND BALCONY Breakfast,suite,,private bathroom,,,not club,2 bedrooms,balcony,sea view,
Twin room - De Luxe - Hollywood Twin room - De Luxe - Hollywood,room,deluxe,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior Room SUPERIOR WITH TERRACE,room,superior,private bathroom,,,not club,,no balcony,,
Balcony Suite,suite,,private bathroom,,,not club,,balcony,,
Two Bedroom Standard TWO BEDROOMS OCEANFRONT EXTREME,room,standard,private bathroom,,,not club,2 bedrooms,no balcony,ocean front,
Apartment (1 Double Bed and 1 Double Sofa Bed),apartment,,private bathroom,,double,not club,,no balcony,,
Superior Double Room (1 Queen Bed),room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior City View French,room,superior,private bathroom,,,not club,,no balcony,city view,
Guest Room with Lounge Access Double All Inclusive,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Apartments Violet Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Heritage FAIRMONT HERITAGE ROOM, 1 KING BED,BALCONY",room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
Classic Room Breakfast,room,classic,private bathroom,,,not club,,no balcony,,
Deluxe DELUXE KING,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Quadruple QUADRUPLE STANDARD,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Executive Twin Room With Nile View non-smoking,room,executive,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Executive One Bedroom(1 King Bed),room,executive,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Single Room - With Breakfast True Blue Sea View with Outdoor Jacuzzi-Bed & Breakfast-Refundable Rate,room,standard,private bathroom,,single,not club,,no balcony,sea view,
Double/Double - Fairmont Double/Double - Fairmont,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Room - Sea View Single bed(3 Amount),room,standard,private bathroom,single bed,single,not club,,no balcony,sea view,
superior twin non-smoking - sutn Breakfast,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Villa (Resort),villa,,private bathroom,,,not club,,no balcony,,
Standard Suite,suite,standard,private bathroom,,,not club,,no balcony,,
Corner Junior Suite non-smoking,junior-suite,,private bathroom,,,not club,,no balcony,,
"Junior Suite, 1 King Bed, Corner (1 King Bed)",junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Family Quadruple Room, Sea View (1 Queen Bed and 2 Twin Beds)",room,standard,private bathroom,,quadruple,not club,,no balcony,sea view,
"Business Suite, 1 Bedroom (1 King Bed and 1 Double Sofa Bed)",suite,business,private bathroom,,double,not club,1 bedroom,no balcony,,
Suite with Harbour View,suite,,private bathroom,,,not club,,no balcony,harbour view,
Luxury Room Room Only,room,luxury,private bathroom,,,not club,,no balcony,,
Family Suite (1 King Bed and 1 Twin Bed),suite,,private bathroom,single bed,,not club,,no balcony,,
Suite with sauna Basic rate with full-board,suite,,private bathroom,,,not club,,no balcony,,
Triple TRIPLE SUPERIOR ROOM GARDEN VIEW KING Garden,room,superior,private bathroom,,triple,not club,,no balcony,garden view,
Club Room - Side Sea View (1 King Bed),room,standard,private bathroom,double/double-or-twin,double,club,,no balcony,partial-sea view,
"Classic Room, 2 Twin Beds, Balcony (2 Twin Beds)",room,classic,private bathroom,twin/twin-or-double,double,not club,,balcony,,
"Standard Double or Twin Room, 1 King Bed, Accessible (1 King Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite apartment twin (Main Building),suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe Room (1 Queen Bed),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Twin Twin beds,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Premium Room,room,premium,private bathroom,,,not club,,no balcony,,
King Suite (for two),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
The Level 3-Bedroom Villa Ocean View,villa,,private bathroom,,,not club,3 bedrooms,no balcony,ocean view,
Deluxe Deluxe room with Sea View (Double) Sea,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Junior Suite (1 King Bed and 1 Twin Bed),junior-suite,,private bathroom,single bed,,not club,,no balcony,,
Antique Deluxe Room Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,,
Standard King Room non-smoking,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Executive Room, 1 King Bed, Non Smoking, Sea View",room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Executive Building 1 Double bed,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Twin/Double room - De Luxe - Pool Access Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Deluxe Room, 1 King Bed, Courtyard View (1 King Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,courtyard view,
"Superior Double Room, 1 Double Bed",room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"City Apartment, 2 Bedrooms",apartment,,private bathroom,,,not club,2 bedrooms,no balcony,,
Club Club Fountain View  Room Fountain,room,standard,private bathroom,,,not club,,no balcony,water view,
"Premium Premium Double Room, 1 Double Bed",room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Economy Double or Twin Room, Garden View (1 Double Bed)",room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Oceanfront Veranda Pool Suite - King,suite,,private bathroom,,,not club,,no balcony,ocean front,
Premium King,room,premium,private bathroom,,,not club,,no balcony,,
"Executive Club Suite Executive Suite, Sea View, Club Access Sea",suite,executive,private bathroom,,,club,,no balcony,sea view,
Two Bedroom Suite Master Seaview Two Bedroom Suite Sea,suite,,private bathroom,,,not club,2 bedrooms,no balcony,sea view,
"Superior Room, 1 King Bed (Club)",room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Room ""Za kulisami"" double  in block",room,standard,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Room (Deluxe) (1 Double),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior room (attic),room,superior,private bathroom,,,not club,,no balcony,,attic floor
Premier Room,room,premier,private bathroom,,,not club,,no balcony,,
One Bedroom Apartment non-smoking,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
"Economy 1 Double Bed, Economic Room, Non-Smoking",room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Royal Suite - Royal,suite,royal,private bathroom,,,not club,,no balcony,,
Studio - Canal View (1 Double or 1 Twin),studio,,private bathroom,double/double-or-twin,double,not club,,no balcony,canal view,
Superior Double or Twin Room Twin/Double room - Superior - Mountain view (1 Double or 1 Twin),room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,mountain view,
Double room King bed - Premium - Water Front Double room King bed - Premium - Water Front,room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,water view,
Standard Twin with bathroom Non Refundable Rate With Breakfast,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Deluxe Twin Room, 2 Twin Beds",room,deluxe,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Standard Room QUEEN SIZE BED,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Deluxe Suite, Multiple Beds",suite,deluxe,private bathroom,,,not club,,no balcony,,
"Suite, 1 King Bed, Corner (1 King Bed)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Family Apartment, 3 Bedrooms, Kitchen",apartment,,private bathroom,,,not club,3 bedrooms,no balcony,,
Superior SUPERIOR CITY VIEW DOUBLE OR TWIN City,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Superior cottage Park Lesok with two double beds #6/1,cottage,superior,private bathroom,twin/twin-or-double,quadruple,not club,,no balcony,,
SUPERIOR ROOM Breakfast,room,superior,private bathroom,,,not club,,no balcony,,
Apartments 5,apartment,,private bathroom,,,not club,,no balcony,,
Club Junior (Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
1-room standard apartment double,apartment,standard,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Deluxe Deluxe Room City View Room City,room,deluxe,private bathroom,,,not club,,no balcony,city view,
"Apartment, 1 Bedroom (Privilege 2 Adults + 2 Children) (1 Double Bed and 1 Double Sofa Bed)",apartment,privilege,private bathroom,,double,not club,1 bedroom,no balcony,,
One Bedroom Apartment City View Breakfast,apartment,,private bathroom,,,not club,1 bedroom,no balcony,city view,
Queen/Queen - Premier - Corner Queen/Queen - Premier - Corner,room,premier,private bathroom,,double,not club,,no balcony,,
SUPERIOR ROOM PARTIAL SEA VIEW TWIN ROOM Room Only,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Apartment 2 bedrooms Breakfast,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,,
"Deluxe Room, Sea View (Deluxe)",room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Family Room (Egyptians and Egyptian Residents ONLY) (1 Twin Bed),room,standard,private bathroom,single bed,single,not club,,no balcony,,
Superior Family Room,room,superior,private bathroom,,,not club,,no balcony,,
Double room - Executive - Classic - City View Double room - Executive - Classic - City View city,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Premium PREMIUM TWIN ROOM WITH BALCONY,room,premium,private bathroom,twin/twin-or-double,double,not club,,balcony,,
Deluxe Twin Room With Partial Haram View non-smoking,room,deluxe,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
DOUBLE STANDARD,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard THEMED ROOM WITH PARK ACCESS Park,room,standard,private bathroom,,,not club,,no balcony,,
Deluxe room with 1 double and sofa bed double,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Budget Double Room,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Honeymoon DOUBLE HONEYMOON,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Deluxe Pool Access 2 Single Beds,Breakfast",room,deluxe,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Junior Suite, 1 King Bed, Sea View",junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
"Aloft Room, Guest room, 2 Twin/Single Bed(s), Balcony Aloft Room, Guest room, 2 Twin/Single Bed(s), Balcony",room,standard,private bathroom,twin/twin-or-double,double,not club,,balcony,,
"Duplex Studio ""Standard"" with a double bed double",studio,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,duplex floor
Standard 2 Double Beds City View City,room,standard,private bathroom,twin/twin-or-double,quadruple,not club,,no balcony,city view,
Single OCEAN DELUXE,room,deluxe,private bathroom,,single,not club,,no balcony,,
2-room superior quadruple room with 2 twin beds double,room,superior,private bathroom,,quadruple,not club,2 bedrooms,no balcony,,
Premium Deluxe Spa Ocean View - King BB - Camp7 Pkg,room,deluxe,private bathroom,,,not club,,no balcony,ocean view,
Superior TWIN SUPERIOR,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Villa Villa - Garden view Garden,villa,,private bathroom,,,not club,,no balcony,garden view,
"Superior Twin Room, Free Beach Club Access In Palm Jumeirah Breakfast",room,superior,private bathroom,twin/twin-or-double,double,club,,no balcony,,
